flight_no,src,dest,arrival,depart,pilot
XH96820,ATO,SBM,2015-04-14 20:34:15,2015-04-14 14:50:29,648-34-0085
BH76577,ARX,TOP,2008-02-14 23:10:52,2008-02-14 16:18:39,176-39-8972
AL95963,HRL,PHO,2015-07-06 11:12:06,2015-07-06 08:02:17,564-89-7212
AT36893,CAO,UKT,2011-09-28 12:27:33,2011-09-28 06:28:41,775-51-1864
VB88703,CFA,JGL,2014-12-12 20:31:51,2014-12-12 16:07:40,220-13-9746
UQ21031,PVD,MAW,2009-05-20 14:06:11,2009-05-20 12:52:16,427-36-6549
EE13203,SUS,FCM,2011-01-03 15:52:16,2011-01-03 10:49:20,401-58-5857
DQ67309,EVM,CSE,2008-06-15 04:30:50,2008-06-14 21:38:37,499-82-9898
AH19876,TRX,CSV,2009-03-29 03:51:07,2009-03-28 21:15:58,276-56-0882
UU1774,WVL,RVS,2012-11-11 09:22:14,2012-11-11 06:49:10,073-37-6316
GT73796,FIV,LNS,2013-03-28 03:52:46,2013-03-28 02:19:45,863-12-2025
UK69620,LAS,CEM,2013-03-17 21:57:36,2013-03-17 19:19:15,513-72-3706
AG55261,CAO,FCT,2013-06-28 10:12:10,2013-06-28 03:22:08,333-29-5610
UX42085,GBR,MLT,2016-11-20 03:08:50,2016-11-20 00:57:02,511-53-0975
IV13227,RCE,NHK,2016-02-22 21:00:25,2016-02-22 15:33:39,332-69-1279
JB85706,DHT,SAT,2010-06-11 06:33:31,2010-06-11 02:10:10,318-42-3147
UE85537,MIB,PSC,2015-07-25 02:49:47,2015-07-24 21:23:54,029-36-8655
RZ4959,GOK,QNY,2014-04-08 00:13:37,2014-04-07 18:32:11,674-52-6003
QO19336,DUJ,SJT,2011-09-12 15:44:25,2011-09-12 14:00:56,566-57-5659
ZV11373,DUF,TOA,2010-04-19 16:40:37,2010-04-19 13:41:04,949-58-7261
ZQ7893,BUB,LWC,2012-06-07 13:17:58,2012-06-07 10:08:03,705-16-5616
LO50282,KKL,ASY,2016-09-15 06:12:57,2016-09-15 01:16:00,744-37-3489
OO6807,IGM,DPK,2013-02-20 09:44:31,2013-02-20 03:46:16,227-75-8212
DG2950,HWO,MYV,2012-10-26 22:24:45,2012-10-26 18:22:27,145-74-2677
EV33074,DRE,SEP,2014-03-06 01:37:35,2014-03-05 23:12:39,166-45-2665
UP4645,NQX,ALE,2008-12-11 19:19:25,2008-12-11 14:47:53,801-36-8342
TX38867,PHF,ELV,2012-02-07 19:43:52,2012-02-07 13:33:32,370-87-4189
YG18857,POC,CNH,2015-09-08 05:16:35,2015-09-08 03:39:24,105-71-4080
TZ86642,JMN,KWF,2014-02-25 16:49:43,2014-02-25 10:21:48,938-12-3285
PB60207,GVE,PUO,2013-03-22 10:38:58,2013-03-22 05:07:57,766-92-4238
VD10683,SLK,RMC,2016-04-25 10:12:07,2016-04-25 04:50:39,824-16-6581
WJ62693,AST,PNX,2012-02-01 22:14:24,2012-02-01 16:55:04,512-20-8200
EY88830,MUO,GVW,2010-11-02 15:25:01,2010-11-02 13:29:08,219-82-8417
UT71481,CVR,MXC,2008-10-31 11:29:20,2008-10-31 06:28:42,180-43-3770
KY1366,JBK,BWI,2011-03-31 13:07:08,2011-03-31 10:36:58,583-32-3128
KV60392,GUF,BBF,2014-09-21 14:37:35,2014-09-21 11:09:06,652-68-4697
CM95526,UDD,LPW,2014-05-02 11:47:27,2014-05-02 06:40:23,145-74-2677
AI64094,RDD,MLI,2013-07-30 18:44:29,2013-07-30 15:20:20,760-42-3923
LR9271,GNU,OGA,2015-07-10 13:12:03,2015-07-10 10:21:18,850-20-9832
XR32477,KVL,JRE,2014-01-10 08:16:36,2014-01-10 06:05:12,850-20-9832
BU51435,JST,NKV,2016-02-16 16:27:51,2016-02-16 10:27:00,568-83-1187
EH29676,KPB,JLB,2012-10-15 07:16:40,2012-10-15 05:27:44,093-57-7374
BT81275,LKI,JOT,2014-04-18 11:20:08,2014-04-18 08:11:04,775-51-1864
TZ23331,SOP,XPR,2008-10-26 02:34:27,2008-10-25 22:05:30,864-10-3339
QG24874,MOX,LOZ,2013-03-01 16:38:33,2013-03-01 11:39:53,339-87-5585
ZU87671,RBH,FHU,2015-01-03 06:57:39,2015-01-03 01:38:17,085-65-5645
QI66749,OTZ,CKU,2012-07-03 18:48:06,2012-07-03 17:33:49,305-29-9154
SD99943,CVN,BDL,2010-11-29 13:28:20,2010-11-29 12:09:04,433-31-8072
YS1776,CKM,TEB,2008-06-14 22:56:53,2008-06-14 17:27:43,427-36-6549
QN1753,MJQ,HTL,2009-12-23 06:39:49,2009-12-23 04:12:47,865-16-8158
IU59654,LEX,JCT,2015-06-29 18:35:05,2015-06-29 13:29:48,540-42-7099
JZ93357,ASX,CLC,2016-06-12 07:18:48,2016-06-12 01:05:19,916-57-0475
CJ31025,CKD,EDK,2016-03-17 05:09:18,2016-03-17 02:39:14,815-54-7696
ZM24151,FAR,PWD,2009-04-02 19:35:45,2009-04-02 13:38:18,105-71-4080
VE82833,FAF,BIG,2014-09-19 17:09:53,2014-09-19 13:10:56,307-18-4553
QH16324,CKV,OSH,2008-10-19 11:05:26,2008-10-19 09:45:47,525-97-9080
PB52339,AAP,KPN,2015-03-12 00:21:13,2015-03-11 21:19:52,364-78-7137
MX93206,TWD,LRK,2013-09-25 10:21:49,2013-09-25 04:22:47,307-18-4553
AG43241,JAE,MSO,2015-08-26 14:13:35,2015-08-26 09:56:51,707-06-5435
VW63803,LRU,KTH,2014-05-26 14:25:54,2014-05-26 09:56:36,760-42-3923
DB36054,TRT,BSI,2013-06-07 18:59:15,2013-06-07 16:18:04,166-45-2665
QQ79448,VRB,ATO,2011-02-17 09:48:34,2011-02-17 04:42:41,068-48-2515
RF42606,WKK,SHG,2014-06-12 04:25:27,2014-06-11 23:53:10,682-84-3560
UW43156,MSD,HES,2012-09-07 11:34:12,2012-09-07 06:05:25,250-85-6828
PL43335,RKR,CEX,2011-12-10 01:17:35,2011-12-09 21:34:41,250-85-6828
IB49629,OEO,ILL,2008-09-29 05:25:15,2008-09-29 00:52:00,199-32-7413
YX69248,MBG,HAR,2016-09-12 03:21:44,2016-09-11 21:17:00,505-52-6084
AD18431,DPG,MIO,2016-07-24 08:02:18,2016-07-24 02:58:38,944-08-0956
CE3676,HNL,AGO,2016-12-12 08:06:10,2016-12-12 04:19:27,822-08-8291
QW33064,MAC,BML,2010-09-01 20:34:54,2010-09-01 18:30:20,144-01-9005
TG48571,HII,QMV,2011-04-23 14:04:52,2011-04-23 11:38:06,850-20-9832
HG63191,CKK,SSC,2014-12-03 10:03:05,2014-12-03 07:57:17,957-73-7282
SW54896,LOG,CEY,2012-06-17 13:55:22,2012-06-17 10:58:27,872-81-0834
JI24964,TCT,ARB,2011-07-01 14:09:54,2011-07-01 11:46:59,276-34-8323
UL94398,HAX,ELW,2015-06-17 06:08:26,2015-06-17 02:05:51,822-08-8291
ZI57695,UGB,HLN,2013-04-07 02:10:53,2013-04-06 22:00:42,145-74-2677
CL75200,CXO,HVS,2012-04-12 06:09:29,2012-04-12 03:52:02,786-56-4794
NM84210,AFO,OTS,2015-09-16 17:59:45,2015-09-16 15:36:16,857-94-0931
CR40385,GUN,WSJ,2015-06-29 23:14:58,2015-06-29 18:23:39,652-68-4697
VI27594,CYT,SMN,2013-12-16 18:35:31,2013-12-16 15:44:26,974-54-9911
LS16980,MWH,PAH,2011-03-30 15:42:37,2011-03-30 13:01:05,558-14-9443
NK11521,RNO,HRL,2011-12-30 00:47:13,2011-12-29 21:20:08,179-25-8356
JG51632,DJN,CPS,2015-05-05 01:43:19,2015-05-04 19:38:14,716-05-7534
XR83580,BIL,RSH,2016-02-26 18:41:24,2016-02-26 14:35:15,663-85-2041
HK1300,SVS,TLJ,2014-05-09 02:25:23,2014-05-08 23:02:47,285-35-1487
VU82298,AVL,AIA,2008-01-08 06:00:25,2008-01-08 04:01:18,588-93-7376
RE38914,CGI,CNE,2015-08-20 09:15:06,2015-08-20 06:19:12,685-89-7272
ZG96252,ZPH,FOE,2012-03-27 21:09:07,2012-03-27 15:36:24,604-35-4270
HW69038,LSN,GLV,2013-12-14 15:40:42,2013-12-14 12:35:41,476-68-9353
PR91155,BLH,KWN,2013-11-02 03:34:50,2013-11-01 22:09:50,922-34-0144
RT97575,PCD,ONA,2014-01-19 16:10:54,2014-01-19 13:37:56,720-71-5697
UY85620,WRI,KXA,2011-08-01 13:26:20,2011-08-01 06:31:58,702-00-9648
IK18529,BNG,FAK,2015-02-10 06:13:04,2015-02-10 03:01:08,166-45-2665
SN7986,NJK,AGC,2008-09-04 12:47:47,2008-09-04 10:11:35,285-77-7841
UZ59426,SAN,MOD,2009-09-12 10:53:07,2009-09-12 06:49:15,692-57-6401
LZ19485,NLC,HYG,2015-12-22 05:16:59,2015-12-22 00:06:47,290-55-8534
FB65058,FBG,TGE,2012-04-28 02:14:14,2012-04-28 00:22:09,818-05-8488
CM42701,FNT,DGB,2014-05-04 03:06:34,2014-05-03 22:24:46,723-24-0510
IW28361,BRW,MXG,2012-04-24 13:20:05,2012-04-24 10:57:17,378-32-5403
VC48775,CIL,PHO,2008-03-25 14:19:52,2008-03-25 11:25:21,190-56-5509
YV17434,YKN,BDL,2015-09-22 23:52:44,2015-09-22 20:55:28,025-38-4942
SJ72177,WWP,CZP,2010-09-19 22:18:09,2010-09-19 16:02:19,139-87-9484
PM42948,KEK,CPM,2014-09-30 04:00:01,2014-09-30 01:29:10,118-49-5368
RN23992,SEF,DAN,2014-09-10 02:15:41,2014-09-09 23:10:06,793-25-1234
KB19187,HBO,PNC,2013-08-12 12:34:26,2013-08-12 05:48:25,337-27-8061
UB76167,JBT,BYS,2008-09-14 06:06:04,2008-09-14 02:28:16,490-52-0092
QF25961,ESD,PGL,2009-02-19 17:35:33,2009-02-19 12:08:00,663-85-2041
QZ94886,POC,DWH,2012-09-11 10:36:55,2012-09-11 07:44:35,247-84-4454
GR40933,RAP,EVM,2012-03-03 04:39:52,2012-03-03 03:27:13,285-35-1487
ZY44006,UKT,GLS,2009-03-01 22:30:35,2009-03-01 21:08:26,588-93-7376
UN53028,DRT,LIV,2010-03-25 19:35:54,2010-03-25 17:55:41,285-35-1487
IQ38342,KIB,MTP,2011-04-20 19:35:20,2011-04-20 16:21:08,179-25-8356
HB26125,KAE,LUP,2009-06-18 16:39:54,2009-06-18 14:31:40,672-28-1014
LX12392,OGA,TKE,2015-01-03 21:08:49,2015-01-03 17:40:04,588-49-9993
YJ18447,SUA,XSD,2015-10-16 22:36:41,2015-10-16 19:41:36,744-37-3489
PD31109,AUG,ONM,2014-01-01 14:34:48,2014-01-01 12:37:27,871-90-8968
OX32769,KOA,THM,2015-05-04 07:46:57,2015-05-04 02:54:31,219-82-8417
YA2882,HSV,NLE,2016-11-28 21:56:41,2016-11-28 20:20:26,332-69-1279
CL88036,HYR,PYL,2014-01-17 10:48:15,2014-01-17 09:10:38,537-07-3036
AZ60511,MYR,AIO,2008-03-10 02:48:41,2008-03-09 22:29:31,261-60-4943
ZC90080,GFA,LTH,2014-07-05 11:12:58,2014-07-05 07:03:45,366-20-0523
TR99062,CKN,ENL,2008-01-16 12:56:19,2008-01-16 08:29:46,570-03-8833
TQ69610,MPJ,JAO,2008-10-03 11:00:21,2008-10-03 06:04:19,513-33-5040
TK97442,CIV,VHN,2013-07-20 04:42:29,2013-07-20 03:35:59,815-54-7696
DE54521,HQM,PVZ,2016-02-05 02:05:02,2016-02-05 00:54:01,663-85-2041
VS57855,SNL,NYG,2011-05-20 07:19:11,2011-05-20 01:20:32,503-38-9469
PU50089,TIW,FOD,2013-05-05 23:53:48,2013-05-05 21:04:16,305-29-9154
IN79787,EKA,IND,2008-10-20 02:53:19,2008-10-20 00:45:50,613-38-1281
ZS26183,FRH,HOP,2013-01-23 21:49:51,2013-01-23 16:16:47,039-90-7619
KI32802,FRN,BDL,2013-10-10 06:13:40,2013-10-10 04:36:29,491-58-8939
YA96488,FFO,LMT,2008-09-11 03:38:59,2008-09-11 01:31:48,928-16-8729
FC81982,CEU,LNK,2010-07-19 18:31:58,2010-07-19 14:00:02,555-75-7288
ES18895,PYL,ENL,2011-12-11 19:25:11,2011-12-11 15:04:43,922-92-2115
UM67351,PPM,JDN,2009-09-11 11:37:57,2009-09-11 09:17:35,906-56-8783
MU70316,PKD,KEK,2009-02-07 13:09:55,2009-02-07 11:02:37,534-68-4340
CJ90029,PCT,ILG,2014-12-25 05:29:38,2014-12-25 00:57:13,765-73-9956
JZ40072,BLD,RWF,2016-04-03 17:03:16,2016-04-03 12:53:10,648-34-0085
IA95753,RMP,FLV,2009-02-25 11:13:39,2009-02-25 09:59:02,339-44-3962
OQ4749,LIH,FFO,2014-09-28 09:42:34,2014-09-28 05:25:25,600-20-1530
GY46756,FLT,FLG,2013-09-14 14:00:15,2013-09-14 11:53:35,709-73-8605
TI80625,VDZ,MRC,2015-02-05 20:32:44,2015-02-05 14:44:22,558-14-9443
AH53911,GTG,HNC,2015-05-25 10:59:01,2015-05-25 08:52:19,194-78-4637
JE72108,PTU,ELM,2016-03-13 20:16:18,2016-03-13 14:32:31,916-57-0475
ZC42680,RAC,MDF,2011-11-08 01:44:51,2011-11-07 21:57:49,564-89-7212
NQ64675,BYS,IATA,2008-07-03 17:47:57,2008-07-03 10:50:25,511-53-0975
YG83299,LHV,BSQ,2014-10-31 21:08:41,2014-10-31 19:35:13,575-61-6621
GA79192,GAG,ZFZ,2014-08-07 03:48:19,2014-08-06 23:49:19,431-72-3440
NT38574,WTL,CHL,2009-02-16 09:20:09,2009-02-16 05:09:31,846-90-9968
VK49763,DWS,POH,2013-09-18 09:31:01,2013-09-18 03:49:26,162-92-6896
JM48773,MHK,VPZ,2009-08-09 20:39:52,2009-08-09 17:49:07,850-20-9832
DA73949,HNC,PSG,2016-07-04 11:33:58,2016-07-04 09:47:28,811-19-1292
EB63188,EGP,PRL,2012-04-30 09:37:27,2012-04-30 06:18:54,145-13-1877
SH95953,MMS,SUU,2008-08-06 19:46:18,2008-08-06 17:40:41,351-73-1830
RT95725,ASN,BMC,2012-08-07 01:34:56,2012-08-06 19:33:34,469-62-5718
BI89059,SUE,PPC,2013-01-30 02:05:53,2013-01-29 21:31:20,749-45-9596
LK98950,HLM,JID,2008-06-21 07:58:23,2008-06-21 04:43:59,815-54-7696
PN66802,ZPH,PII,2016-03-09 15:41:56,2016-03-09 11:49:50,513-33-5040
ZZ67673,PJB,RIW,2015-04-10 20:31:56,2015-04-10 14:05:09,870-09-4082
HG21257,MIB,MQT,2010-01-12 15:18:47,2010-01-12 08:30:20,503-38-9469
XI18179,WRG,ASL,2013-07-10 09:59:07,2013-07-10 08:44:52,958-78-2153
LP44581,MCC,HPT,2010-01-01 23:39:56,2010-01-01 17:22:13,644-26-1154
AL41296,KBK,ATE,2013-05-05 02:38:00,2013-05-04 19:41:02,421-13-5349
QM86560,SLC,AGN,2013-01-11 04:49:57,2013-01-11 02:41:04,145-13-1877
HQ65721,MEJ,BNH,2011-10-29 06:51:10,2011-10-29 00:09:24,335-24-0319
IR23926,CPM,MAW,2015-07-07 12:46:32,2015-07-07 08:02:27,413-78-2890
FH26184,OMK,KOA,2013-11-06 06:55:46,2013-11-06 01:17:36,512-20-8200
PF80511,RKP,MSS,2013-10-18 22:41:17,2013-10-18 19:50:26,656-40-7607
GN8709,HIE,PDX,2010-12-31 18:52:11,2010-12-31 12:40:26,686-38-5127
TC13303,RIV,HSI,2008-02-16 05:28:32,2008-02-16 00:42:59,971-66-6286
DL13734,RPX,PCK,2015-11-29 03:57:56,2015-11-28 21:52:15,568-83-1187
GL2406,PTH,CNH,2011-07-01 12:29:15,2011-07-01 08:43:21,469-62-5718
YE35314,BPA,SZP,2010-12-14 20:22:15,2010-12-14 15:40:55,176-39-8972
OB49324,REO,RWL,2015-07-01 09:23:56,2015-07-01 06:38:07,571-52-3241
ZD71022,TBC,MVM,2013-06-06 23:35:45,2013-06-06 22:05:18,513-72-3706
JS28558,FFA,SGF,2014-04-06 16:28:52,2014-04-06 15:18:03,600-20-1530
IR40889,PTS,CLM,2016-12-23 16:57:01,2016-12-23 15:11:17,173-60-1644
VX52876,TUL,BSW,2009-11-04 03:13:25,2009-11-04 02:08:55,786-56-4794
CW48937,MKK,BMC,2009-09-05 11:10:00,2009-09-05 05:11:44,540-42-7099
QM76067,UOX,STG,2010-07-24 11:48:51,2010-07-24 07:52:30,364-78-7137
UW23762,STG,OIC,2010-08-24 15:25:36,2010-08-24 11:14:56,800-39-2298
FZ78181,BBX,HPB,2014-06-24 19:30:30,2014-06-24 13:57:59,933-07-6556
AP33868,MTH,BYS,2014-07-14 18:03:25,2014-07-14 15:08:49,491-61-7907
IB17288,CMY,HSP,2012-05-27 18:45:33,2012-05-27 17:21:22,957-35-2667
JQ25818,DRO,OXC,2014-03-21 07:13:35,2014-03-21 03:19:39,554-65-4897
HI97389,SYV,LIZ,2012-09-05 12:07:14,2012-09-05 06:17:07,424-15-2508
WF6014,PHT,DKK,2011-12-10 02:03:50,2011-12-09 23:02:52,659-07-1041
HP67188,PBF,FTL,2011-11-28 15:49:57,2011-11-28 09:37:42,055-94-7313
DO27010,MWO,GEG,2015-05-05 21:54:54,2015-05-05 17:07:31,148-21-9702
BO75620,RGR,CGZ,2010-09-08 17:26:20,2010-09-08 16:11:45,864-10-3339
YO14997,EUE,BWI,2016-02-17 08:42:03,2016-02-17 06:34:32,944-29-9044
TO4554,WWT,BSF,2012-01-29 09:15:51,2012-01-29 03:27:26,707-06-5435
KW86402,FTY,MCK,2014-03-07 07:07:41,2014-03-07 02:18:39,490-47-4237
AA22518,HLG,EDA,2012-04-11 08:22:39,2012-04-11 04:45:08,193-43-6507
QA22002,CRP,MNN,2011-11-03 14:43:49,2011-11-03 12:02:07,682-84-3560
UV53563,MSS,IAH,2010-04-06 04:53:13,2010-04-06 00:14:27,857-94-0931
PC5590,TRL,MGE,2011-03-25 21:40:30,2011-03-25 15:07:51,957-35-2667
NN66746,OTO,RIV,2013-05-24 20:18:27,2013-05-24 16:51:39,553-61-7445
PF22097,AUW,BCJ,2008-05-14 20:35:07,2008-05-14 17:31:13,307-18-4553
KR92457,IAD,CIB,2009-07-29 22:10:56,2009-07-29 16:47:07,716-51-9808
XE93971,RTL,CRG,2008-02-02 07:48:45,2008-02-02 04:09:20,480-29-0590
PD11934,PHN,NRB,2013-09-28 05:20:09,2013-09-28 04:02:32,420-95-5680
EJ6631,NKX,STL,2008-09-13 04:41:46,2008-09-13 03:01:22,555-75-7288
MW70098,SHD,SLE,2015-10-13 00:23:43,2015-10-12 23:20:29,162-92-6896
VU59267,NOH,NZY,2008-03-27 00:03:41,2008-03-26 20:25:07,949-58-7261
UY54310,BTF,HSH,2009-08-29 08:58:01,2009-08-29 03:26:22,351-73-1830
AI18583,VLE,BKL,2014-09-09 06:33:28,2014-09-09 05:03:36,655-45-7422
BL97289,JVI,CKV,2011-08-11 10:27:04,2011-08-11 07:44:09,511-53-0975
MQ37330,EAA,LSR,2011-06-24 14:05:06,2011-06-24 12:33:04,672-28-1014
JK37275,TSS,POQ,2012-09-22 04:35:39,2012-09-22 00:47:31,089-35-6342
CD28998,MYV,NSE,2009-09-15 06:07:39,2009-09-15 03:09:31,156-19-0844
GN78515,OTM,HAB,2010-11-08 14:19:36,2010-11-08 07:22:53,124-50-7920
AK96259,EED,MPJ,2014-01-21 06:45:26,2014-01-21 02:27:02,928-16-8729
FX14946,MCN,IGM,2016-03-15 11:42:33,2016-03-15 09:40:13,578-91-1237
QZ31984,SNA,MQI,2008-05-12 15:31:27,2008-05-12 09:04:01,375-03-5185
ZM60560,HNE,KOA,2008-10-11 11:10:20,2008-10-11 09:47:02,919-85-3331
PB47793,IGM,KPK,2016-12-26 02:08:52,2016-12-25 19:57:47,000-45-0482
KU29158,DYL,MFR,2012-10-02 13:58:35,2012-10-02 09:33:43,723-24-0510
TK66459,MIA,RWB,2012-09-01 00:16:11,2012-08-31 18:08:30,207-33-7703
UI40304,PFC,DET,2008-01-12 02:58:23,2008-01-12 00:10:21,864-10-3339
FD69254,EVV,TTN,2008-06-28 18:40:27,2008-06-28 11:54:34,050-52-9541
DL51527,KMY,BAD,2013-06-30 20:09:17,2013-06-30 17:18:34,723-24-0510
CT73557,SCC,ABI,2010-07-27 11:24:06,2010-07-27 07:35:55,944-29-9044
UB28300,CBE,MSN,2008-01-26 01:58:45,2008-01-25 19:27:57,760-42-3923
OS36019,MKC,MCI,2014-01-18 08:09:34,2014-01-18 06:09:37,558-14-9443
IU47397,LAF,MLD,2008-06-20 13:43:35,2008-06-20 10:12:44,673-79-9823
WR2271,NQX,SGR,2008-12-29 14:53:31,2008-12-29 11:23:55,039-90-7619
BF74090,JLN,OXD,2012-07-06 16:26:13,2012-07-06 14:19:56,333-29-5610
QA84369,LOG,ONL,2016-05-24 12:27:43,2016-05-24 09:45:39,596-17-7484
FD36724,AIV,FMS,2013-11-03 16:40:00,2013-11-03 13:02:00,644-26-1154
JD28637,HUT,CKR,2011-03-08 22:42:37,2011-03-08 20:41:37,766-92-4238
FW64502,DVL,HVE,2009-09-04 11:22:21,2009-09-04 05:57:00,682-84-3560
CS60629,RDD,END,2009-10-21 16:39:41,2009-10-21 12:27:37,596-17-7484
XE45688,GBH,GTY,2016-02-18 07:51:25,2016-02-18 01:26:33,958-55-6714
EE98139,ROG,SBM,2013-03-27 15:48:42,2013-03-27 09:03:25,794-02-2853
DY72347,BCB,INW,2010-09-14 07:08:12,2010-09-14 01:02:45,145-74-2677
HT30515,ADS,EMM,2013-07-07 18:22:30,2013-07-07 12:06:04,775-51-1864
WT15849,IDI,HII,2011-10-02 05:46:57,2011-10-02 03:00:04,564-80-6789
SF7100,EMB,SSU,2010-06-29 12:01:37,2010-06-29 10:30:47,588-93-7376
LT43350,DPA,RNC,2010-04-30 14:13:04,2010-04-30 09:21:45,672-57-1866
ZJ56879,GLH,CEA,2011-06-23 23:15:32,2011-06-23 17:57:18,888-31-6386
IQ33911,WSF,PWR,2008-07-26 08:43:59,2008-07-26 04:54:24,293-78-1980
OK37751,MVC,CUS,2008-09-14 05:14:12,2008-09-13 23:46:33,391-31-9018
VU47047,FLV,FCM,2008-01-08 10:33:04,2008-01-08 09:11:08,605-79-0530
WB6125,MDD,CSP,2016-12-04 17:52:45,2016-12-04 12:59:15,140-93-6632
LH34706,SLG,TVC,2008-04-22 08:01:44,2008-04-22 02:46:51,513-33-5040
IU73673,BTM,CGA,2012-01-01 03:53:46,2012-01-01 00:47:26,505-52-6084
WE14499,ARV,FMH,2013-12-06 18:24:52,2013-12-06 16:14:43,641-64-4826
WH39184,WGO,PIA,2009-01-22 22:06:15,2009-01-22 19:04:10,598-78-7089
PJ63231,REO,MDO,2012-06-30 16:44:48,2012-06-30 13:20:01,592-61-7492
YA89538,TPH,WHH,2011-12-17 01:44:27,2011-12-17 00:32:47,957-73-7282
JU66367,NBP,GKT,2012-06-08 16:42:35,2012-06-08 12:57:57,490-52-0092
NV97184,GCN,UBS,2010-06-04 01:21:45,2010-06-03 22:40:52,269-79-9013
AR30431,WDR,MSO,2011-07-21 23:58:11,2011-07-21 17:31:29,863-12-2025
IG49932,SDP,SJT,2009-10-21 01:57:53,2009-10-20 21:52:35,187-48-4106
KT79485,BTN,BZN,2008-01-19 04:50:01,2008-01-18 21:53:06,462-66-7935
MJ89444,OIC,AGO,2016-01-16 18:05:13,2016-01-16 14:40:28,285-68-5198
KJ14771,IYK,FMC,2011-02-21 14:12:42,2011-02-21 11:46:11,276-56-0882
TE59746,RFG,PUC,2009-02-19 19:45:14,2009-02-19 17:57:29,025-03-4257
OA34179,FFL,UKT,2013-11-16 22:40:02,2013-11-16 21:20:55,703-14-1793
OS7371,BPA,HOT,2009-04-14 23:00:51,2009-04-14 16:36:53,786-87-9934
NR40005,SVW,ESO,2014-06-26 17:26:07,2014-06-26 11:22:58,061-53-2624
SC55152,STC,MNM,2016-12-26 21:43:00,2016-12-26 17:53:51,656-40-7607
OA22765,MSO,RME,2010-03-25 01:10:17,2010-03-24 23:45:42,056-86-0607
AH57653,LKK,RWF,2010-08-28 11:14:56,2010-08-28 08:16:57,835-98-3446
AL76231,CLT,PCK,2011-01-05 18:21:55,2011-01-05 15:52:20,856-68-7305
YG12631,KKL,HHI,2014-07-23 15:22:37,2014-07-23 11:10:37,374-96-3918
SH81785,RKR,CCA,2010-03-11 22:03:08,2010-03-11 15:56:34,613-38-1281
ZK60554,SUE,GNV,2013-03-13 01:26:28,2013-03-12 23:58:20,674-52-6003
CS99018,BTF,OCF,2011-06-04 21:22:55,2011-06-04 15:10:32,503-38-9469
UW5476,AXS,PMU,2013-03-29 13:39:32,2013-03-29 09:43:03,847-77-3091
OL79862,CKN,WSM,2016-07-25 22:32:48,2016-07-25 20:07:22,469-62-5718
FZ10384,WLB,EWR,2010-04-13 15:16:26,2010-04-13 09:12:21,716-05-7534
ZJ68882,SUA,WRI,2013-02-03 02:13:33,2013-02-03 01:10:13,672-57-1866
TD71361,CTX,OBU,2012-12-27 14:48:00,2012-12-27 13:20:23,800-39-2298
JW94517,MSD,PPA,2014-08-24 07:22:39,2014-08-24 02:12:34,332-69-1279
XQ50838,PTK,UBS,2008-07-05 04:53:40,2008-07-04 23:14:42,073-37-6316
SI76230,PVC,SUN,2016-01-20 22:35:55,2016-01-20 19:15:55,431-72-3440
SC31317,AKB,LEX,2012-12-17 03:14:03,2012-12-16 20:51:27,187-48-4106
XI78643,MMR,TCC,2016-08-08 00:12:38,2016-08-07 22:28:32,928-16-8729
FM8979,LNA,MHT,2009-04-10 19:13:01,2009-04-10 15:57:43,333-29-5610
UU29331,HSP,EAR,2009-12-11 18:37:37,2009-12-11 14:06:13,656-40-7607
XK24323,MGR,SFR,2013-05-31 14:27:04,2013-05-31 11:28:16,786-87-9934
YI75353,TOA,MTP,2015-10-17 07:27:08,2015-10-17 03:32:51,944-08-0956
II21478,PNU,ORT,2014-11-11 08:16:13,2014-11-11 02:34:38,162-92-6896
WX19031,UGN,ACT,2012-12-02 13:24:51,2012-12-02 11:48:48,803-00-4554
XI94534,AZO,SBT,2014-02-12 04:34:42,2014-02-12 00:24:23,640-25-1292
BM71797,BSZ,EBR,2012-09-18 01:49:14,2012-09-17 21:43:56,872-00-1843
NR23215,GFL,COS,2012-12-04 10:20:27,2012-12-04 05:55:18,888-31-6386
QN83175,WSX,GLD,2015-09-19 20:36:29,2015-09-19 17:49:37,223-76-9128
HQ84347,GFB,MPO,2009-11-09 14:12:51,2009-11-09 07:25:25,674-52-6003
LS51894,HSP,MKL,2010-10-10 11:32:17,2010-10-10 08:14:36,401-58-5857
GZ65673,SKY,ELW,2014-09-02 20:54:14,2014-09-02 15:29:43,564-80-6789
II58589,HOM,ROG,2013-02-21 15:08:53,2013-02-21 11:11:23,601-56-7161
FH43597,ONT,CVO,2016-07-02 00:44:23,2016-07-01 22:00:08,092-17-5644
VY37113,CAK,LTS,2010-06-05 19:05:20,2010-06-05 14:29:45,305-29-9154
LH91296,FBR,KQA,2013-09-30 08:12:35,2013-09-30 04:22:09,604-35-4270
TH3504,LJN,CNY,2015-06-29 14:56:28,2015-06-29 10:55:11,124-50-7920
VF11655,ABR,TLT,2013-04-28 10:53:39,2013-04-28 08:44:47,533-43-9376
KW8548,MCG,PLK,2014-02-20 13:59:42,2014-02-20 07:19:53,427-36-6549
VI84203,OYS,ESC,2016-04-13 21:44:42,2016-04-13 17:36:42,366-20-0523
XJ26850,HTW,PXL,2010-03-01 07:13:55,2010-03-01 04:17:54,145-13-1877
BG95750,ABR,LYO,2009-07-05 17:19:20,2009-07-05 13:18:03,230-67-1711
